Order ID,Date,Product,Category,Customer Name,Region,Quantity,Sales,Cost,Discount,Profit ,Profit Margin,Total Revenue,,,,,,,,,,,,,,,,
ORD00178,18-08-2025,Headphones,Electronics,Sneha Reddy,East,8,4216.88,3754.48,20,462.4,0.109654531,,,,,,,,,,,,,,,,,
ORD00179,05-06-2025,Notebook,Stationery,Vikram Singh,North,3,1450.15,1336.11,15,114.04,0.078640141,,,,,,,,,,,,,,,,,
ORD00180,30-01-2025,Notebook,Stationery,Neha Patel,East,9,817.63,751.05,15,66.58,0.081430476,,,,,,,,,,,,,,,,,
ORD00181,25-10-2025,Smartphone,Electronics,Kiran Gupta,North,2,1241.48,1237.72,20,3.76,0.003028643,,,,,,,,,,,,,,,,,
ORD00182,14-09-2025,Printer,Electronics,Rahul Verma,North,10,7914.97,6553.2,10,1361.77,0.172049926,,,,,,,,,,,,,,,,,
ORD00183,13-02-2025,Printer,Electronics,Kiran Gupta,South,2,2184.41,1625.72,10,558.69,0.255762426,,,,,,,,,,,,,,,,,
ORD00184,09-11-2025,Laptop,Electronics,Rahul Verma,East,4,3163.89,2842.2,15,321.69,0.101675469,,,,,,,,,,,,,,,,,
ORD00185,27-01-2025,Notebook,Stationery,Neha Patel,North,5,2428.94,1967.7,10,461.24,0.189893534,,,,,,,,,,,,,,,,,
ORD00186,03-12-2025,Notebook,Stationery,Sneha Reddy,South,2,1160.31,1124.76,15,35.55,0.030638364,,,,,,,,,,,,,,,,,
ORD00187,08-06-2025,Notebook,Stationery,Arjun Rao,South,2,1635.56,1173.82,5,461.74,0.282313092,,,,,,,,,,,,,,,,,
ORD00188,18-06-2025,Water Bottle,Accessories,Rahul Verma,North,2,730.32,632.98,15,97.34,0.13328404,,,,,,,,,,,,,,,,,
ORD00189,20-04-2025,Pen Set,Stationery,Neha Patel,West,9,3649.23,3313.89,10,335.34,0.091893358,,,,,,,,,,,,,,,,,
ORD00190,21-02-2025,Office Chair,Furniture,Kiran Gupta,North,4,4297.2,3999.92,5,297.28,0.069179931,,,,,,,,,,,,,,,,,
ORD00191,03-04-2025,Notebook,Stationery,Sneha Reddy,South,10,1379.86,1397.4,15,-17.54,-0.012711434,,,,,,,,,,,,,,,,,
ORD00192,09-11-2025,Printer,Electronics,Vikram Singh,West,1,589.05,416.75,5,172.3,0.292504881,,,,,,,,,,,,,,,,,
ORD00193,10-04-2025,Office Chair,Furniture,Neha Patel,West,9,2759.29,2221.02,15,538.27,0.195075545,,,,,,,,,,,,,,,,,
ORD00194,24-03-2025,Printer,Electronics,Ananya Iyer,South,5,4092.05,3901.7,20,190.35,0.046517027,,,,,,,,,,,,,,,,,
ORD00195,22-02-2025,Desk,Furniture,Kiran Gupta,North,1,767.04,644.77,10,122.27,0.159404985,,,,,,,,,,,,,,,,,
ORD00196,20-09-2025,Desk,Furniture,Rahul Verma,West,2,1763.31,1530.98,10,232.33,0.131757887,,,,,,,,,,,,,,,,,
ORD00197,01-08-2025,Smartphone,Electronics,Aarav Sharma,West,4,4338.16,3274.16,10,1064,0.245265274,,,,,,,,,,,,,,,,,
ORD00198,15-01-2025,Backpack,Accessories,Neha Patel,North,6,1825.6,1460.52,0,365.08,0.199978089,,,,,,,,,,,,,,,,,
ORD00199,30-08-2025,Notebook,Stationery,Rahul Verma,West,3,579.15,438.66,10,140.49,0.242579643,,,,,,,,,,,,,,,,,
ORD00200,21-04-2025,Printer,Electronics,Rahul Verma,West,10,168.36,152,0,16.36,0.097172725,,,,,,,,,,,,,,,,,
ORD00201,03-08-2025,Smartphone,Electronics,Sneha Reddy,West,5,1372.35,1226.3,0,146.05,0.106423289,,,,,,,,,,,,,,,,,
ORD00202,09-01-2025,Smartphone,Electronics,Kiran Gupta,South,2,1907.83,1676.64,15,231.19,0.12117956,,,,,,,,,,,,,,,,,
ORD00203,20-10-2025,Headphones,Electronics,Arjun Rao,South,5,2159.31,2174.75,20,-15.44,-0.007150432,,,,,,,,,,,,,,,,,
ORD00204,06-10-2025,Smartphone,Electronics,Kiran Gupta,North,9,12997.75,8774.19,0,4223.56,0.324945471,,,,,,,,,,,,,,,,,
ORD00205,10-05-2025,Pen Set,Stationery,Aarav Sharma,East,8,538.88,424.8,15,114.08,0.211698337,,,,,,,,,,,,,,,,,
ORD00206,20-06-2025,Smartphone,Electronics,Rahul Verma,North,6,2102,1492.26,0,609.74,0.290076118,,,,,,,,,,,,,,,,,
ORD00207,17-12-2025,Notebook,Stationery,Meera Krishnan,West,9,4226.45,3106.44,5,1120.01,0.265000177,,,,,,,,,,,,,,,,,
ORD00208,14-04-2025,Headphones,Electronics,Aarav Sharma,South,3,206.01,217.41,15,-11.4,-0.05533712,,,,,,,,,,,,,,,,,
ORD00209,06-10-2025,Laptop,Electronics,Meera Krishnan,East,6,5645.89,5604.24,20,41.65,0.007377048,,,,,,,,,,,,,,,,,
ORD00210,19-06-2025,Laptop,Electronics,Vikram Singh,North,4,1696.53,1173,0,523.53,0.308588708,,,,,,,,,,,,,,,,,
ORD00211,17-07-2025,Notebook,Stationery,Neha Patel,South,7,7725.19,6234.13,15,1491.06,0.193012728,,,,,,,,,,,,,,,,,
ORD00212,12-02-2025,Printer,Electronics,Arjun Rao,North,8,2885.78,2989.36,20,-103.58,-0.035893242,,,,,,,,,,,,,,,,,
ORD00213,14-06-2025,Pen Set,Stationery,Priya Nair,North,10,12462.07,9951.5,5,2510.57,0.201456901,,,,,,,,,,,,,,,,,
ORD00214,27-03-2025,Notebook,Stationery,Meera Krishnan,East,5,1738.99,1567.15,20,171.84,0.098815979,,,,,,,,,,,,,,,,,
ORD00215,11-08-2025,Printer,Electronics,Vikram Singh,North,1,883.74,729.55,10,154.19,0.174474393,,,,,,,,,,,,,,,,,
ORD00216,15-03-2025,Smartphone,Electronics,Sneha Reddy,West,7,3641.13,2587.76,5,1053.37,0.289297553,,,,,,,,,,,,,,,,,
ORD00217,18-10-2025,Laptop,Electronics,Aarav Sharma,South,3,257.33,229.68,10,27.65,0.107449578,,,,,,,,,,,,,,,,,
ORD00218,29-09-2025,Printer,Electronics,Neha Patel,West,6,3017.78,2269.74,0,748.04,0.247877579,,,,,,,,,,,,,,,,,
ORD00219,06-04-2025,Notebook,Stationery,Meera Krishnan,West,5,1427.49,1285.6,0,141.89,0.099398244,,,,,,,,,,,,,,,,,
ORD00220,20-04-2025,Backpack,Accessories,Sneha Reddy,East,2,669.38,538.32,10,131.06,0.195793122,,,,,,,,,,,,,,,,,
ORD00221,16-08-2025,Printer,Electronics,Priya Nair,East,4,673.25,525.64,0,147.61,0.219249907,,,,,,,,,,,,,,,,,
ORD00222,22-03-2025,Notebook,Stationery,Rahul Verma,East,2,1453.77,1109,10,344.77,0.237155809,,,,,,,,,,,,,,,,,
ORD00223,02-05-2025,Backpack,Accessories,Meera Krishnan,North,4,700.72,520.6,5,180.12,0.257049892,,,,,,,,,,,,,,,,,
ORD00224,10-10-2025,Notebook,Stationery,Rahul Verma,North,9,6269.52,5188.95,15,1080.57,0.172352907,,,,,,,,,,,,,,,,,
ORD00225,29-07-2025,Smartphone,Electronics,Sneha Reddy,North,5,2250.75,2020.9,15,229.85,0.102121515,,,,,,,,,,,,,,,,,
ORD00226,22-09-2025,Headphones,Electronics,Neha Patel,South,6,4237.43,3875.52,15,361.91,0.085407901,,,,,,,,,,,,,,,,,
ORD00227,29-01-2025,Backpack,Accessories,Priya Nair,South,10,2299.54,1901.4,5,398.14,0.173138976,,,,,,,,,,,,,,,,,
ORD00228,23-09-2025,Desk,Furniture,Vikram Singh,North,3,601.24,511.05,5,90.19,0.150006653,,,,,,,,,,,,,,,,,
ORD00229,17-11-2025,Desk,Furniture,Vikram Singh,North,4,2472.64,2554.84,20,-82.2,-0.03324382,,,,,,,,,,,,,,,,,
ORD00230,04-12-2025,Backpack,Accessories,Sneha Reddy,East,3,1661.36,1787.67,20,-126.31,-0.076028073,,,,,,,,,,,,,,,,,
ORD00231,25-11-2025,Water Bottle,Accessories,Sneha Reddy,East,1,936.55,826.98,0,109.57,0.11699322,,,,,,,,,,,,,,,,,
ORD00232,18-11-2025,Office Chair,Furniture,Kiran Gupta,East,10,5488.14,4224.2,0,1263.94,0.230303892,,,,,,,,,,,,,,,,,
ORD00233,07-02-2025,Desk,Furniture,Aarav Sharma,South,8,2092.4,2019.44,15,72.96,0.03486905,,,,,,,,,,,,,,,,,
ORD00234,15-03-2025,Printer,Electronics,Neha Patel,East,7,4022.91,3425.87,5,597.04,0.148409982,,,,,,,,,,,,,,,,,
ORD00235,24-02-2025,Notebook,Stationery,Neha Patel,South,7,1147.44,976.22,10,171.22,0.149219131,,,,,,,,,,,,,,,,,
ORD00236,26-01-2025,Printer,Electronics,Vikram Singh,West,2,603.75,549.6,5,54.15,0.089689441,,,,,,,,,,,,,,,,,
ORD00237,23-10-2025,Water Bottle,Accessories,Neha Patel,South,7,2424.6,1790.53,5,634.07,0.261515301,,,,,,,,,,,,,,,,,
ORD00238,07-06-2025,Headphones,Electronics,Meera Krishnan,North,8,8801.37,7968.08,15,833.29,0.094677306,,,,,,,,,,,,,,,,,
ORD00239,30-06-2025,Smartphone,Electronics,Aarav Sharma,North,7,4025.59,3572.73,5,452.86,0.112495311,,,,,,,,,,,,,,,,,
ORD00240,05-01-2025,Desk,Furniture,Priya Nair,West,8,4967.06,4812.32,15,154.74,0.031153238,,,,,,,,,,,,,,,,,
ORD00241,25-07-2025,Headphones,Electronics,Aarav Sharma,South,5,3868.1,3651.15,15,216.95,0.056086968,,,,,,,,,,,,,,,,,
ORD00242,09-10-2025,Notebook,Stationery,Vikram Singh,North,9,2944.79,2661.48,15,283.31,0.0962072,,,,,,,,,,,,,,,,,
ORD00243,07-07-2025,Headphones,Electronics,Rahul Verma,South,2,952.56,799.92,10,152.64,0.160241875,,,,,,,,,,,,,,,,,
ORD00244,12-03-2025,Water Bottle,Accessories,Neha Patel,West,9,4099.4,3666.33,0,433.07,0.105642289,,,,,,,,,,,,,,,,,
ORD00245,10-11-2025,Backpack,Accessories,Neha Patel,South,8,1164.79,1259.6,20,-94.81,-0.081396647,,,,,,,,,,,,,,,,,
ORD00246,17-09-2025,Pen Set,Stationery,Kiran Gupta,West,10,8930.91,7419.3,10,1511.61,0.169255988,,,,,,,,,,,,,,,,,
ORD00247,11-12-2025,Water Bottle,Accessories,Priya Nair,West,5,2994.5,2400.7,0,593.8,0.198296878,,,,,,,,,,,,,,,,,
ORD00248,16-05-2025,Water Bottle,Accessories,Sneha Reddy,South,5,5346.96,3993.95,0,1353.01,0.253042851,,,,,,,,,,,,,,,,,
ORD00249,14-11-2025,Laptop,Electronics,Arjun Rao,South,10,5251.17,4856.4,20,394.77,0.075177532,,,,,,,,,,,,,,,,,
ORD00250,14-08-2025,Office Chair,Furniture,Neha Patel,West,1,678.54,576.84,0,101.7,0.149880626,,,,,,,,,,,,,,,,,
ORD00251,10-11-2025,Headphones,Electronics,Meera Krishnan,North,7,5368,4855.2,15,512.8,0.095529061,,,,,,,,,,,,,,,,,
ORD00252,02-09-2025,Headphones,Electronics,Kiran Gupta,West,9,2614.22,1937.43,10,676.79,0.258887928,,,,,,,,,,,,,,,,,
ORD00253,01-07-2025,Notebook,Stationery,Vikram Singh,West,3,1380.62,1395.21,20,-14.59,-0.010567716,,,,,,,,,,,,,,,,,
ORD00254,02-06-2025,Office Chair,Furniture,Vikram Singh,South,4,1226.11,1144.88,10,81.23,0.066250173,,,,,,,,,,,,,,,,,
ORD00255,21-05-2025,Printer,Electronics,Vikram Singh,North,6,3430.33,2910.06,20,520.27,0.151667624,,,,,,,,,,,,,,,,,
ORD00256,16-03-2025,Water Bottle,Accessories,Vikram Singh,North,9,4213.73,3473.1,15,740.63,0.175765889,,,,,,,,,,,,,,,,,
ORD00257,03-09-2025,Desk,Furniture,Ananya Iyer,South,2,817.34,705.8,15,111.54,0.136467076,,,,,,,,,,,,,,,,,
ORD00258,12-11-2025,Backpack,Accessories,Sneha Reddy,South,5,4852.47,4668.45,10,184.02,0.037922955,,,,,,,,,,,,,,,,,
ORD00259,30-04-2025,Office Chair,Furniture,Aarav Sharma,North,1,640.97,673.14,20,-32.17,-0.050189556,,,,,,,,,,,,,,,,,
ORD00260,12-03-2025,Pen Set,Stationery,Aarav Sharma,South,6,5930.58,4321.08,0,1609.5,0.271389982,,,,,,,,,,,,,,,,,
ORD00261,28-05-2025,Pen Set,Stationery,Neha Patel,East,8,5144.28,3861.36,5,1282.92,0.249387669,,,,,,,,,,,,,,,,,
ORD00262,20-01-2025,Laptop,Electronics,Rahul Verma,West,2,1637.3,1311.56,5,325.74,0.19894949,,,,,,,,,,,,,,,,,
ORD00263,06-04-2025,Headphones,Electronics,Vikram Singh,North,1,1199.54,997.2,15,202.34,0.168681328,,,,,,,,,,,,,,,,,
ORD00264,21-06-2025,Laptop,Electronics,Vikram Singh,West,5,4210.21,2861.4,0,1348.81,0.320366443,,,,,,,,,,,,,,,,,
ORD00265,28-08-2025,Backpack,Accessories,Vikram Singh,South,9,6145.13,4490.73,5,1654.4,0.269221318,,,,,,,,,,,,,,,,,
ORD00266,06-04-2025,Smartphone,Electronics,Aarav Sharma,East,6,1184.56,1025.22,15,159.34,0.134514081,,,,,,,,,,,,,,,,,
ORD00267,24-11-2025,Desk,Furniture,Arjun Rao,West,10,7533.47,6776.6,5,756.87,0.100467646,,,,,,,,,,,,,,,,,
ORD00268,13-03-2025,Backpack,Accessories,Meera Krishnan,East,6,675.26,575.22,0,100.04,0.148150342,,,,,,,,,,,,,,,,,
ORD00269,17-05-2025,Office Chair,Furniture,Neha Patel,East,1,325.77,268.18,5,57.59,0.176781165,,,,,,,,,,,,,,,,,
ORD00270,01-02-2025,Water Bottle,Accessories,Priya Nair,West,10,264.24,213.2,10,51.04,0.193157735,,,,,,,,,,,,,,,,,
ORD00271,27-12-2025,Desk,Furniture,Vikram Singh,North,3,1450.53,1234.08,20,216.45,0.149221319,,,,,,,,,,,,,,,,,
ORD00272,02-09-2025,Desk,Furniture,Rahul Verma,West,6,5227.88,3710.88,5,1517,0.290174985,,,,,,,,,,,,,,,,,
ORD00273,03-10-2025,Water Bottle,Accessories,Ananya Iyer,South,6,2965.56,2530.14,20,435.42,0.146825557,,,,,,,,,,,,,,,,,
ORD00274,09-02-2025,Water Bottle,Accessories,Sneha Reddy,North,2,1172.07,1060.5,20,111.57,0.09519056,,,,,,,,,,,,,,,,,
ORD00275,18-03-2025,Laptop,Electronics,Rahul Verma,East,9,10271.14,8134.74,5,2136.4,0.20800028,,,,,,,,,,,,,,,,,
ORD00276,08-09-2025,Backpack,Accessories,Priya Nair,West,8,1318.27,1000.64,5,317.63,0.240944571,,,,,,,,,,,,,,,,,
ORD00277,30-01-2025,Laptop,Electronics,Kiran Gupta,West,8,1226.56,1124.96,15,101.6,0.08283329,,,,,,,,,,,,,,,,,
ORD00278,24-10-2025,Desk,Furniture,Priya Nair,North,1,562.11,401.99,0,160.12,0.284855277,,,,,,,,,,,,,,,,,
ORD00279,05-02-2025,Pen Set,Stationery,Meera Krishnan,North,6,5056.4,4220.28,20,836.12,0.165358753,,,,,,,,,,,,,,,,,
ORD00280,27-11-2025,Desk,Furniture,Arjun Rao,East,7,1759.88,1317.26,5,442.62,0.251505784,,,,,,,,,,,,,,,,,
ORD00281,16-12-2025,Pen Set,Stationery,Kiran Gupta,South,8,7404.35,6967.36,15,436.99,0.05901801,,,,,,,,,,,,,,,,,
ORD00282,07-03-2025,Notebook,Stationery,Ananya Iyer,North,2,375.54,373.38,20,2.16,0.005751718,,,,,,,,,,,,,,,,,
ORD00283,14-07-2025,Laptop,Electronics,Ananya Iyer,South,5,2378.67,2341.85,20,36.82,0.015479238,,,,,,,,,,,,,,,,,
ORD00284,27-02-2025,Printer,Electronics,Aarav Sharma,West,6,1375.18,981.42,5,393.76,0.286333425,,,,,,,,,,,,,,,,,
ORD00285,18-01-2025,Water Bottle,Accessories,Meera Krishnan,North,1,283.11,248.26,0,34.85,0.123097029,,,,,,,,,,,,,,,,,
ORD00286,29-01-2025,Office Chair,Furniture,Rahul Verma,East,1,510.34,408.24,5,102.1,0.200062703,,,,,,,,,,,,,,,,,
ORD00287,14-06-2025,Office Chair,Furniture,Ananya Iyer,East,10,3671.44,3257.1,20,414.34,0.112854902,,,,,,,,,,,,,,,,,
ORD00288,13-10-2025,Headphones,Electronics,Sneha Reddy,South,9,2242.88,2059.47,10,183.41,0.081774326,,,,,,,,,,,,,,,,,
ORD00289,10-12-2025,Pen Set,Stationery,Arjun Rao,East,9,5988.26,4505.94,10,1482.32,0.247537682,,,,,,,,,,,,,,,,,
ORD00290,03-10-2025,Pen Set,Stationery,Meera Krishnan,South,7,1101.37,1104.11,15,-2.74,-0.002487811,,,,,,,,,,,,,,,,,
ORD00291,30-01-2025,Office Chair,Furniture,Kiran Gupta,West,5,5803.18,4294.85,5,1508.33,0.259914392,,,,,,,,,,,,,,,,,
ORD00292,15-04-2025,Pen Set,Stationery,Neha Patel,North,9,4896.77,4812.21,15,84.56,0.017268526,,,,,,,,,,,,,,,,,
ORD00293,13-07-2025,Printer,Electronics,Sneha Reddy,North,6,648.59,609.24,5,39.35,0.060670069,,,,,,,,,,,,,,,,,
ORD00294,14-10-2025,Smartphone,Electronics,Ananya Iyer,West,4,3587.04,3226.4,20,360.64,0.100539721,,,,,,,,,,,,,,,,,
ORD00295,08-04-2025,Office Chair,Furniture,Priya Nair,West,6,2204.72,1860.96,0,343.76,0.155920026,,,,,,,,,,,,,,,,,
ORD00296,10-10-2025,Office Chair,Furniture,Neha Patel,East,10,8806.87,7067.3,15,1739.57,0.197524206,,,,,,,,,,,,,,,,,
ORD00297,04-07-2025,Pen Set,Stationery,Kiran Gupta,West,8,4741.57,4306.48,10,435.09,0.091760746,,,,,,,,,,,,,,,,,
ORD00298,13-06-2025,Printer,Electronics,Ananya Iyer,East,2,1921.76,1609.58,15,312.18,0.162444842,,,,,,,,,,,,,,,,,
ORD00299,09-01-2025,Notebook,Stationery,Vikram Singh,West,7,513.18,386.82,5,126.36,0.246229393,,,,,,,,,,,,,,,,,
ORD00300,06-05-2025,Desk,Furniture,Meera Krishnan,East,3,728.7,612.69,5,116.01,0.159201317,,,,,,,,,,,,,,,,,
ORD00301,30-06-2025,Desk,Furniture,Rahul Verma,South,8,8443.85,7734.72,15,709.13,0.083981833,,,,,,,,,,,,,,,,,
ORD00302,31-01-2025,Backpack,Accessories,Kiran Gupta,North,8,1840.45,1537.68,20,302.77,0.16450868,,,,,,,,,,,,,,,,,
ORD00303,19-11-2025,Smartphone,Electronics,Ananya Iyer,North,1,752.71,766.7,15,-13.99,-0.018586175,,,,,,,,,,,,,,,,,
ORD00304,13-11-2025,Headphones,Electronics,Sneha Reddy,West,1,240.55,226.53,15,14.02,0.058283101,,,,,,,,,,,,,,,,,
ORD00305,09-01-2025,Printer,Electronics,Kiran Gupta,East,1,16.74,16.55,20,0.19,0.01135006,,,,,,,,,,,,,,,,,
ORD00306,02-04-2025,Backpack,Accessories,Priya Nair,North,5,163.05,134.85,15,28.2,0.172953082,,,,,,,,,,,,,,,,,
ORD00307,01-07-2025,Backpack,Accessories,Vikram Singh,West,3,781.82,745.68,20,36.14,0.046225474,,,,,,,,,,,,,,,,,
ORD00308,23-12-2025,Smartphone,Electronics,Ananya Iyer,East,6,6490.07,5758.2,15,731.87,0.112767659,,,,,,,,,,,,,,,,,
ORD00309,01-09-2025,Smartphone,Electronics,Aarav Sharma,North,1,109.06,102.57,15,6.49,0.059508527,,,,,,,,,,,,,,,,,
ORD00310,19-06-2025,Headphones,Electronics,Sneha Reddy,North,2,1165.49,1009.72,15,155.77,0.13365194,,,,,,,,,,,,,,,,,
ORD00311,24-01-2025,Backpack,Accessories,Priya Nair,East,1,245.11,237.47,20,7.64,0.031169679,,,,,,,,,,,,,,,,,
ORD00312,11-06-2025,Backpack,Accessories,Aarav Sharma,South,10,9247.73,6615.3,5,2632.43,0.284656883,,,,,,,,,,,,,,,,,
ORD00313,03-06-2025,Water Bottle,Accessories,Rahul Verma,South,3,2832.09,2264.19,15,567.9,0.200523288,,,,,,,,,,,,,,,,,
ORD00314,13-03-2025,Water Bottle,Accessories,Priya Nair,East,7,4695.89,4761.82,20,-65.93,-0.014039937,,,,,,,,,,,,,,,,,
ORD00315,11-11-2025,Laptop,Electronics,Sneha Reddy,West,2,1094.61,885.44,0,209.17,0.191090891,,,,,,,,,,,,,,,,,
ORD00316,02-07-2025,Notebook,Stationery,Kiran Gupta,West,1,702.71,637.78,15,64.93,0.092399425,,,,,,,,,,,,,,,,,
ORD00317,13-11-2025,Pen Set,Stationery,Vikram Singh,South,3,1975.23,2048.7,15,-73.47,-0.037195668,,,,,,,,,,,,,,,,,
ORD00318,21-11-2025,Smartphone,Electronics,Rahul Verma,West,2,648.02,550.58,15,97.44,0.150365729,,,,,,,,,,,,,,,,,
ORD00319,16-08-2025,Notebook,Stationery,Neha Patel,East,6,1023.6,692.94,0,330.66,0.323036342,,,,,,,,,,,,,,,,,
ORD00320,12-10-2025,Smartphone,Electronics,Kiran Gupta,West,3,314.6,289.26,15,25.34,0.080546726,,,,,,,,,,,,,,,,,
ORD00321,03-11-2025,Smartphone,Electronics,Neha Patel,West,1,89.81,98.72,20,-8.91,-0.099209442,,,,,,,,,,,,,,,,,
ORD00322,14-10-2025,Laptop,Electronics,Ananya Iyer,South,5,2916.58,2098.35,0,818.23,0.280544336,,,,,,,,,,,,,,,,,
ORD00323,16-03-2025,Pen Set,Stationery,Priya Nair,South,3,480.67,442.35,10,38.32,0.079722055,,,,,,,,,,,,,,,,,
ORD00324,04-07-2025,Pen Set,Stationery,Vikram Singh,South,5,2563.7,2134.45,15,429.25,0.167433787,,,,,,,,,,,,,,,,,
ORD00325,05-06-2025,Printer,Electronics,Aarav Sharma,West,10,6027.35,6205,15,-177.65,-0.029473981,,,,,,,,,,,,,,,,,
ORD00326,09-08-2025,Notebook,Stationery,Sneha Reddy,South,10,4434.17,3860.9,10,573.27,0.129284624,,,,,,,,,,,,,,,,,
ORD00327,01-04-2025,Desk,Furniture,Arjun Rao,East,6,4470.15,3643.08,5,827.07,0.185020637,,,,,,,,,,,,,,,,,
ORD00328,24-05-2025,Desk,Furniture,Arjun Rao,East,8,9052.31,7744.72,5,1307.59,0.144448213,,,,,,,,,,,,,,,,,
ORD00329,09-10-2025,Smartphone,Electronics,Aarav Sharma,West,10,1948.28,2078,20,-129.72,-0.066581805,,,,,,,,,,,,,,,,,
ORD00330,29-07-2025,Office Chair,Furniture,Meera Krishnan,South,8,9133.24,6397.68,0,2735.56,0.299516929,,,,,,,,,,,,,,,,,
ORD00331,13-07-2025,Desk,Furniture,Priya Nair,West,4,1370.25,1040.6,5,329.65,0.240576537,,,,,,,,,,,,,,,,,
ORD00332,21-12-2025,Water Bottle,Accessories,Arjun Rao,North,8,4888.94,4691.36,20,197.58,0.040413668,,,,,,,,,,,,,,,,,
ORD00333,08-05-2025,Notebook,Stationery,Neha Patel,South,9,6154.42,5380.92,0,773.5,0.12568203,,,,,,,,,,,,,,,,,
ORD00334,19-06-2025,Water Bottle,Accessories,Arjun Rao,North,1,717.27,567.59,15,149.68,0.208680134,,,,,,,,,,,,,,,,,
ORD00335,13-10-2025,Laptop,Electronics,Sneha Reddy,South,2,595.64,532.3,20,63.34,0.1063394,,,,,,,,,,,,,,,,,
ORD00336,19-03-2025,Printer,Electronics,Neha Patel,North,6,2623.89,2383.32,20,240.57,0.091684484,,,,,,,,,,,,,,,,,
ORD00337,14-03-2025,Printer,Electronics,Neha Patel,East,2,693.54,604.96,0,88.58,0.127721545,,,,,,,,,,,,,,,,,
ORD00338,01-09-2025,Notebook,Stationery,Priya Nair,West,8,6508.72,6291.44,20,217.28,0.033382908,,,,,,,,,,,,,,,,,
ORD00339,28-02-2025,Printer,Electronics,Aarav Sharma,East,6,653.65,459,0,194.65,0.297789337,,,,,,,,,,,,,,,,,
ORD00340,10-10-2025,Smartphone,Electronics,Rahul Verma,East,3,3464.92,2791.86,5,673.06,0.194249795,,,,,,,,,,,,,,,,,
ORD00341,19-11-2025,Backpack,Accessories,Rahul Verma,South,7,9048.98,6712.16,5,2336.82,0.25824126,,,,,,,,,,,,,,,,,
ORD00342,19-08-2025,Pen Set,Stationery,Sneha Reddy,West,7,316.57,272.3,20,44.27,0.139842689,,,,,,,,,,,,,,,,,
ORD00343,27-12-2025,Pen Set,Stationery,Priya Nair,North,1,814.39,707.69,5,106.7,0.131018308,,,,,,,,,,,,,,,,,
ORD00344,15-05-2025,Backpack,Accessories,Meera Krishnan,East,3,1360.77,1116.42,5,244.35,0.179567451,,,,,,,,,,,,,,,,,
ORD00345,30-06-2025,Water Bottle,Accessories,Meera Krishnan,South,7,3947.05,4306.4,20,-359.35,-0.091042677,,,,,,,,,,,,,,,,,
ORD00346,03-05-2025,Desk,Furniture,Vikram Singh,North,10,6917.37,5942.7,5,974.67,0.140901817,,,,,,,,,,,,,,,,,
ORD00347,02-11-2025,Headphones,Electronics,Rahul Verma,West,6,4197,4179,20,18,0.004288778,,,,,,,,,,,,,,,,,
ORD00348,27-11-2025,Pen Set,Stationery,Rahul Verma,South,3,1625.74,1475.4,20,150.34,0.092474811,,,,,,,,,,,,,,,,,
ORD00349,14-11-2025,Printer,Electronics,Aarav Sharma,East,5,962.66,744.45,10,218.21,0.226674007,,,,,,,,,,,,,,,,,
ORD00350,16-09-2025,Laptop,Electronics,Meera Krishnan,West,8,1466.45,1161.36,15,305.09,0.208046643,,,,,,,,,,,,,,,,,
ORD00351,12-02-2025,Printer,Electronics,Sneha Reddy,North,7,5496.19,4991.28,15,504.91,0.091865456,,,,,,,,,,,,,,,,,
ORD00352,28-03-2025,Office Chair,Furniture,Meera Krishnan,West,5,264.66,211.85,5,52.81,0.199539031,,,,,,,,,,,,,,,,,
ORD00353,06-10-2025,Backpack,Accessories,Neha Patel,North,9,1326.33,1098.72,0,227.61,0.171608876,,,,,,,,,,,,,,,,,
ORD00354,01-12-2025,Printer,Electronics,Ananya Iyer,East,9,1975.76,2037.24,15,-61.48,-0.03111714,,,,,,,,,,,,,,,,,
ORD00355,02-03-2025,Laptop,Electronics,Ananya Iyer,South,8,2757.3,2161.52,0,595.78,0.216073695,,,,,,,,,,,,,,,,,
ORD00356,26-03-2025,Water Bottle,Accessories,Sneha Reddy,South,6,5601.48,5174.64,20,426.84,0.07620129,,,,,,,,,,,,,,,,,
ORD00357,24-05-2025,Office Chair,Furniture,Sneha Reddy,South,4,3204.57,3229.56,20,-24.99,-0.007798238,,,,,,,,,,,,,,,,,
ORD00358,21-09-2025,Notebook,Stationery,Priya Nair,South,5,1975.57,1482.2,10,493.37,0.249735519,,,,,,,,,,,,,,,,,
ORD00359,09-03-2025,Pen Set,Stationery,Ananya Iyer,South,1,1301.78,992.56,5,309.22,0.237536296,,,,,,,,,,,,,,,,,
ORD00360,23-10-2025,Notebook,Stationery,Vikram Singh,West,4,3365.31,3055.44,15,309.87,0.092077699,,,,,,,,,,,,,,,,,
ORD00361,23-05-2025,Pen Set,Stationery,Neha Patel,West,8,855.15,678.08,0,177.07,0.207063088,,,,,,,,,,,,,,,,,
ORD00362,23-08-2025,Printer,Electronics,Neha Patel,North,6,4896.75,3516.84,0,1379.91,0.281801195,,,,,,,,,,,,,,,,,
ORD00363,11-09-2025,Backpack,Accessories,Vikram Singh,East,7,1919.86,1579.55,15,340.31,0.177257717,,,,,,,,,,,,,,,,,
ORD00364,06-09-2025,Desk,Furniture,Neha Patel,North,6,4172.35,3311.04,5,861.31,0.206432826,,,,,,,,,,,,,,,,,
